station,valid,feel,p01m
XNO,2017-11-08 07:56,67.60,0.00
XNO,2017-11-08 08:56,67.30,0.00
XNO,2017-11-08 09:56,65.10,0.00
XNO,2017-11-08 10:56,65.50,0.00
XNO,2017-11-08 11:56,58.80,0.00
XNO,2017-11-08 12:56,55.00,0.00
XNO,2017-11-08 13:56,54.30,0.00
XNO,2017-11-08 14:56,55.00,0.00
XNO,2017-11-08 15:56,55.60,0.00
XNO,2017-11-08 16:56,55.80,0.00
XNO,2017-11-08 17:56,55.60,0.00
XNO,2017-11-08 18:56,54.10,0.00
XNO,2017-11-08 19:56,53.20,0.00
XNO,2017-11-08 20:56,52.70,0.00
XNO,2017-11-08 21:56,50.70,0.00
XNO,2017-11-08 22:56,47.21,0.00
XNO,2017-11-08 23:56,45.87,0.51
XNO,2017-11-09 00:56,46.47,T
XNO,2017-11-09 01:56,45.38,T
XNO,2017-11-09 02:56,45.52,0.00
XNO,2017-11-09 03:56,45.64,0.00
XNO,2017-11-09 04:56,45.87,0.00
XNO,2017-11-09 05:56,45.87,0.00
XNO,2017-11-09 06:56,45.04,0.00
XNO,2017-11-09 07:56,45.63,0.00
XNO,2017-11-09 08:56,45.16,0.00
XNO,2017-11-09 09:56,44.44,0.25
XNO,2017-11-09 10:56,46.18,7.37
XNO,2017-11-09 11:56,44.33,4.06
XNO,2017-11-09 12:56,45.29,2.54
XNO,2017-11-09 13:56,44.57,4.57
XNO,2017-11-09 14:56,43.03,1.02
XNO,2017-11-09 15:56,45.64,0.51
XNO,2017-11-09 16:56,45.64,2.29
XNO,2017-11-09 17:56,47.39,3.56
XNO,2017-11-09 18:56,47.53,1.78
XNO,2017-11-09 19:56,50.20,2.03
XNO,2017-11-09 20:56,50.50,1.02
XNO,2017-11-09 21:56,50.90,T
XNO,2017-11-09 22:56,50.70,T
XNO,2017-11-09 23:56,50.50,T
XNO,2017-11-10 00:56,50.40,0.00
XNO,2017-11-10 01:56,50.70,0.00
XNO,2017-11-10 02:56,50.70,0.00
XNO,2017-11-10 03:56,50.50,0.00
XNO,2017-11-10 04:56,48.90,0.00
XNO,2017-11-10 05:56,46.90,0.00
XNO,2017-11-10 06:56,45.38,0.00
XNO,2017-11-10 07:56,44.10,0.00
XNO,2017-11-10 08:56,42.80,0.00
XNO,2017-11-10 09:56,41.90,0.00
XNO,2017-11-10 10:56,42.40,0.00
XNO,2017-11-10 11:56,43.20,0.00
XNO,2017-11-10 12:56,42.86,0.00
XNO,2017-11-10 13:56,45.40,0.00
XNO,2017-11-10 14:56,51.60,0.00
XNO,2017-11-10 15:56,57.90,0.00
XNO,2017-11-10 16:56,60.80,0.00
XNO,2017-11-10 17:56,62.60,0.00
XNO,2017-11-10 18:56,64.80,0.00
XNO,2017-11-10 19:56,65.80,0.00
XNO,2017-11-10 20:56,65.50,0.00
XNO,2017-11-10 21:56,62.60,0.00
XNO,2017-11-10 22:56,54.10,0.00
XNO,2017-11-10 23:56,46.47,0.00
XNO,2017-11-11 00:56,46.23,0.00
XNO,2017-11-11 01:56,51.30,0.00
XNO,2017-11-11 02:56,46.97,0.00
XNO,2017-11-11 03:56,46.70,0.00
XNO,2017-11-11 04:56,40.22,0.00
XNO,2017-11-11 05:56,42.79,0.00
XNO,2017-11-11 06:56,41.67,0.00
XNO,2017-11-11 07:56,39.27,0.00
XNO,2017-11-11 08:56,37.76,0.00
XNO,2017-11-11 09:56,35.61,0.00
XNO,2017-11-11 10:56,32.71,0.00
XNO,2017-11-11 11:56,31.69,0.00
XNO,2017-11-11 12:56,30.66,0.00
XNO,2017-11-11 13:56,30.93,0.00
XNO,2017-11-11 14:56,32.31,0.00
XNO,2017-11-11 15:56,36.51,0.00
XNO,2017-11-11 16:56,41.17,0.00
XNO,2017-11-11 17:56,50.50,0.00
XNO,2017-11-11 18:56,52.90,0.00
XNO,2017-11-11 19:56,54.00,0.00
XNO,2017-11-11 20:56,54.00,0.00
XNO,2017-11-11 21:56,50.90,0.00
XNO,2017-11-11 22:56,44.47,0.00
XNO,2017-11-11 23:56,42.90,0.00
XNO,2017-11-12 00:56,38.54,0.00
XNO,2017-11-12 01:56,42.39,0.00
XNO,2017-11-12 02:56,42.87,0.00
XNO,2017-11-12 03:56,41.36,0.00
XNO,2017-11-12 04:56,39.63,0.00
XNO,2017-11-12 05:56,36.85,0.00
XNO,2017-11-12 06:56,34.90,0.00
XNO,2017-11-12 11:56,32.95,0.00
XNO,2017-11-12 12:56,33.84,0.00
XNO,2017-11-12 13:56,39.65,0.00
XNO,2017-11-12 14:56,46.23,0.00
XNO,2017-11-12 15:56,51.40,0.00
XNO,2017-11-12 16:56,52.20,0.00
XNO,2017-11-12 17:56,53.10,0.00
XNO,2017-11-12 18:56,55.20,0.00
XNO,2017-11-12 19:56,56.10,0.00
XNO,2017-11-12 20:56,56.50,0.00
XNO,2017-11-12 21:56,54.30,0.00
XNO,2017-11-12 22:56,53.40,0.00
XNO,2017-11-12 23:56,53.20,0.00
XNO,2017-11-13 00:56,53.20,0.00
XNO,2017-11-13 01:56,52.90,0.00
XNO,2017-11-13 02:56,52.20,0.00
XNO,2017-11-13 03:56,51.60,0.00
XNO,2017-11-13 04:56,50.70,0.00
XNO,2017-11-13 05:56,50.20,0.00
XNO,2017-11-13 06:56,46.37,0.00
XNO,2017-11-13 07:56,46.11,0.00
XNO,2017-11-13 08:56,46.41,1.52
XNO,2017-11-13 09:56,46.98,1.02
XNO,2017-11-13 10:56,46.11,0.25
XNO,2017-11-13 11:56,44.77,0.00
XNO,2017-11-13 12:56,44.56,0.00
XNO,2017-11-13 13:56,46.92,0.00
XNO,2017-11-13 14:56,46.61,0.00
XNO,2017-11-13 15:56,50.40,0.00
XNO,2017-11-13 16:56,52.50,0.00
XNO,2017-11-13 17:56,57.90,0.00
XNO,2017-11-13 18:56,61.50,0.00
XNO,2017-11-13 19:56,63.10,0.00
XNO,2017-11-13 20:56,62.80,0.00
XNO,2017-11-13 21:56,60.10,0.00
XNO,2017-11-13 22:56,53.80,0.00
XNO,2017-11-13 23:56,52.00,0.00
XNO,2017-11-14 00:56,45.40,0.00
XNO,2017-11-14 01:56,46.64,0.00
XNO,2017-11-14 02:56,46.57,0.00
XNO,2017-11-14 03:56,41.79,0.00
XNO,2017-11-14 04:56,42.27,0.00
XNO,2017-11-14 05:56,41.79,0.00
XNO,2017-11-14 06:56,39.86,0.00
XNO,2017-11-14 07:56,39.22,0.00
XNO,2017-11-14 08:56,36.85,0.00
XNO,2017-11-14 09:56,36.49,0.00
XNO,2017-11-14 10:56,34.35,0.00
XNO,2017-11-14 11:56,34.95,0.00
XNO,2017-11-14 12:56,37.69,0.00
XNO,2017-11-14 13:56,39.65,0.00
XNO,2017-11-14 14:56,45.64,0.00
XNO,2017-11-14 15:56,51.40,0.00
XNO,2017-11-14 16:56,52.70,0.00
XNO,2017-11-14 17:56,55.00,0.00
XNO,2017-11-14 18:56,56.50,0.00
XNO,2017-11-14 19:56,57.70,0.00
XNO,2017-11-14 20:56,57.90,0.00
XNO,2017-11-14 21:56,55.40,0.00
XNO,2017-11-14 22:56,49.10,0.00
XNO,2017-11-14 23:56,48.44,0.00
XNO,2017-11-15 00:56,48.81,0.00
XNO,2017-11-15 01:56,47.97,0.00
XNO,2017-11-15 02:56,44.69,0.00
XNO,2017-11-15 03:56,41.55,0.00
XNO,2017-11-15 04:56,39.45,0.00
XNO,2017-11-15 05:56,37.45,0.00
XNO,2017-11-19 15:56,60.30,0.00
XNO,2017-11-19 16:56,61.50,0.00
XNO,2017-11-19 17:56,64.20,0.00
XNO,2017-11-19 18:56,64.90,0.00
XNO,2017-11-19 19:56,63.90,0.00
XNO,2017-11-19 20:56,63.10,0.00
XNO,2017-11-19 21:56,59.50,0.00
XNO,2017-11-19 22:56,54.30,0.00
XNO,2017-11-19 23:56,50.20,0.00
XNO,2017-11-20 00:56,48.24,0.00
XNO,2017-11-20 01:56,44.09,0.00
XNO,2017-11-20 02:56,41.95,0.00
XNO,2017-11-20 03:56,39.00,0.00
XNO,2017-11-20 04:56,37.33,0.00
XNO,2017-11-20 05:56,37.90,0.00
XNO,2017-11-20 06:56,36.10,0.00
XNO,2017-11-20 07:56,35.80,0.00
XNO,2017-11-20 08:56,31.30,0.00
XNO,2017-11-20 09:56,32.40,0.00
XNO,2017-11-20 10:56,28.90,0.00
XNO,2017-11-20 11:56,27.70,0.00
XNO,2017-11-20 12:56,31.50,0.00
XNO,2017-11-20 13:56,39.70,0.00
XNO,2017-11-20 14:56,45.75,0.00
XNO,2017-11-20 15:56,52.70,0.00
XNO,2017-11-20 16:56,55.80,T
XNO,2017-11-20 17:56,58.50,T
XNO,2017-11-20 18:56,61.20,T
XNO,2017-11-20 19:56,61.00,T
XNO,2017-11-20 20:56,57.60,0.00
XNO,2017-11-20 21:56,56.50,0.00
XNO,2017-11-20 22:56,46.90,0.00
XNO,2017-11-20 23:56,45.61,0.00
XNO,2017-11-21 00:56,41.84,0.00
XNO,2017-11-21 01:56,38.52,0.00
XNO,2017-11-21 02:56,42.40,0.00
XNO,2017-11-21 03:56,39.90,0.00
XNO,2017-11-21 04:56,32.35,0.00
XNO,2017-11-21 05:56,30.11,0.00
XNO,2017-11-21 06:56,33.96,0.00
XNO,2017-11-21 07:56,31.98,0.00
XNO,2017-11-21 08:56,33.72,0.00
XNO,2017-11-21 09:56,33.05,0.00
XNO,2017-11-21 10:56,35.53,0.00
XNO,2017-11-21 11:56,41.08,0.00
XNO,2017-11-21 12:56,44.56,0.00
XNO,2017-11-21 13:56,50.20,0.00
XNO,2017-11-21 14:56,54.50,0.00
XNO,2017-11-21 15:56,58.60,T
XNO,2017-11-21 16:56,59.50,T
XNO,2017-11-21 17:56,63.70,T
XNO,2017-11-21 18:56,64.90,0.00
XNO,2017-11-21 19:56,65.80,0.00
